No,Desa/Kelurahan,Kecamatan,Luas total area,Jarak ke ibu kota kecamatan ,Jarak ke ibu kota kabupaten ,Akomodasi. hotel. homestay,Restourant/Tempat makan,Jenis prasarana trasportasi,Jenis permukaan  jalan darat,Jumlah Menara Telepon Seluler,Media Online,Pantai/Danau,Failitas,Harga Tiket,Rating,Wisman,Wisnus
308,Taman  ,Sreseh,6,5,45,0,0,1,1,0,0,0,0,0,0,0,0
309,Sreseh,Sreseh,6,6,49,0,0,1,1,1,0,0,0,0,0,0,0
310,Disanah,Sreseh,10,28,29,0,0,1,1,1,0,0,0,0,0,0,0
311,Marparan,Sreseh,8,6,34,0,0,2,0,0,0,0,0,0,0,0,0
312,Klobur,Sreseh,2,5,34,0,2,1,1,0,1,2,5,2000,4,0,28370
313,Labang,Sreseh,3,6,34,0,0,1,1,4,0,0,0,0,0,0,0
314,Bundah,Sreseh,2,9,30,0,0,1,1,0,0,0,0,0,0,0,0
315,Bangsah,Sreseh,2,12,31,0,0,1,1,0,0,0,0,0,0,0,0
316,Plasah,Sreseh,45386,12,31,0,0,1,1,1,0,0,0,0,0,0,0
317,Junok,Sreseh,3,14,33,0,0,1,1,1,0,0,0,0,0,0,0
318,Batorasang,Tambelangan,5,7,26,0,0,1,1,2,0,0,0,0,0,0,0
319,Karang Anyar,Tambelangan,8,3,21,0,0,1,1,0,0,0,0,0,0,0,0
320,Samaran,Tambelangan,10,1,23,0,0,1,1,2,0,0,0,0,0,0,0
321,Bringin,Tambelangan,4,6,30,0,0,1,1,1,0,0,0,0,0,0,0
322,Mambulu Barat,Tambelangan,7,6,30,0,0,1,1,0,0,0,0,0,0,0,0
323,Barung Gagah,Tambelangan,7,5,29,0,0,1,1,0,0,0,0,0,0,0,0
324,Tambelangan,Tambelangan,5,1,27,0,0,1,1,0,0,0,0,0,0,0,0
325,Somber,Tambelangan,10,2,28,0,0,1,1,0,0,0,0,0,0,0,0
326,Banjar Billah,Tambelangan,12,6,32,0,0,1,1,1,0,0,0,0,0,0,0
327,Birem,Tambelangan,45614,8,33,0,0,1,1,1,0,0,0,0,0,0,0
328,Dulang,Torjun,4,1,7,0,0,1,1,1,0,0,0,0,0,0,0
329,Patarongan,Torjun,4,3,5,0,0,1,1,1,0,0,0,0,0,0,0
330,Pangongsean,Torjun,5,3,4,0,0,1,1,1,0,0,0,0,0,0,0
331,Krampon,Torjun,2,3,8,0,0,1,1,5,0,0,0,0,0,0,0
332,Bringin Nonggal,Torjun,2,4,9,0,0,1,1,4,0,0,0,0,0,0,0
333,Torjunan,Torjun,3,1,6,0,0,1,1,0,0,0,0,0,0,0,0
334,Patapan,Torjun,5,4,6,0,0,1,1,1,0,0,0,0,0,0,0
335,Jeruk Porot,Torjun,45600,4,9,0,0,1,1,0,0,0,0,0,0,0,0
336,Kodak,Torjun,2,7,9,0,0,1,1,0,0,0,0,0,0,0,0
337,Kanjar,Torjun,1,7,9,0,0,1,1,3,0,0,0,0,0,0,0
338,Kara,Torjun,3,6,12,0,0,1,1,0,0,0,0,0,0,0,0
339,Tana Mera,Torjun,3,7,12,0,0,1,1,2,0,0,0,0,0,0,0
340,Olor,Banyuates,14,11,46,0,0,1,0,0,0,0,0,0,0,0,0
341,Planggaran Barat,Banyuates,5,9,36,0,0,1,1,0,0,0,0,0,0,0,0
342,Planggaran Timur,Banyuates,5,11,33,0,0,1,1,1,0,0,0,0,0,0,0
343,Tolang,Banyuates,10,15,33,0,0,1,0,1,0,0,0,0,0,0,0
344,Lar-lar,Banyuates,16,17,31,0,0,1,0,1,0,0,0,0,0,0,0
345,Tragah,Banyuates,14,9,42,0,0,1,1,2,0,0,0,0,0,0,0
346,Nagasareh,Banyuates,8,9,55,0,0,1,1,0,0,0,0,0,0,0,0
347,Tapaan,Banyuates,8,6,61,0,0,1,0,0,0,0,0,0,0,0,0
348,Terosan,Banyuates,10,9,63,0,0,1,4,2,0,0,0,0,0,0,0
349,Asem Jaran,Banyuates,6,6,60,0,0,1,1,0,0,0,0,0,0,0,0
350,Kambang Jeruk,Banyuates,3,3,58,0,0,1,1,0,0,0,0,0,0,0,0
351,Morbatoh,Banyuates,8,3,55,0,0,1,1,1,0,0,0,0,0,0,0
352,Montor,Banyuates,5,8,53,0,1,1,1,2,1,1,3,5000,4,0,1999
353,Tebanah,Banyuates,5,8,52,0,0,1,1,1,0,0,0,0,0,0,0
354,Nepa,Banyuates,2,6,48,0,0,1,1,0,0,0,0,0,0,0,0
355,Batioh,Banyuates,3,4,50,0,2,1,1,1,1,2,2,5000,4,8,28370
356,Masaran,Banyuates,3,1,52,0,0,1,4,0,0,0,0,0,0,0,0
357,Banyuates,Banyuates,45628,1,53,0,0,1,1,1,0,0,0,0,0,0,0
358,Jatra Timur,Banyuates,2,1,56,0,0,1,1,4,0,0,0,0,0,0,0
359,Trapang,Banyuates,2,3,58,0,0,1,1,1,0,0,0,0,0,0,0
360,Taddan,Camplong,4,3,8,0,2,1,1,0,1,2,3,30000,5,0,42448
361,Banjar Talela,Camplong,4,4,10,0,0,1,1,1,0,0,0,0,0,0,0
362,Tambaan,Camplong,3,1,12,1,1,1,1,0,1,1,2,18000,4,0,3019
363,Prajjan,Camplong,0,3,14,0,0,1,1,0,0,0,0,0,0,0,0
364,Dharma Camplong,Camplong,7,3,15,0,2,1,0,2,1,2,3,15000,3,6,42448
365,Batu Karang,Camplong,2,7,17,0,0,1,1,4,0,0,0,0,0,0,0
366,Sejati,Camplong,5,8,19,0,1,1,0,3,1,1,1,35000,4,0,1512
367,Dharma Tanjung,Camplong,1,8,19,0,0,1,1,1,0,0,0,0,0,0,0
368,Rabasan,Camplong,10,7,19,0,0,1,0,2,0,0,0,0,0,0,0
369,Banjar Tabulu,Camplong,8,3,15,0,0,1,0,3,0,0,0,0,0,0,0
370,Anggersek,Camplong,2,7,11,0,0,1,1,0,0,0,0,0,0,0,0
371,Madupat,Camplong,6,5,16,0,0,1,1,4,0,0,0,0,0,0,0
372,Pamolaan,Camplong,6,7,14,0,0,1,1,1,0,0,0,0,0,0,0
373,Plampaan,Camplong,4,12,24,0,0,1,0,0,0,0,0,0,0,0,0
374,Margantoko,Jrengik,3,7,20,0,0,1,1,1,0,0,0,0,0,0,0
375,Asem Nonggal,Jrengik,10,9,22,0,0,1,1,1,0,0,0,0,0,0,0
376,Majangan,Jrengik,3,5,15,0,0,1,1,1,0,0,0,0,0,0,0
377,Kalangan Prao,Jrengik,3,1,15,0,0,1,1,1,0,0,0,0,0,0,0
378,Asem Raja,Jrengik,5,5,14,0,0,1,0,1,0,0,0,0,0,0,0
379,Plakaran,Jrengik,1,6,10,0,0,1,0,3,0,0,0,0,0,0,0
380,Buler,Jrengik,4,8,18,0,0,1,0,2,0,0,0,0,0,0,0
381,Bancelok,Jrengik,45601,7,11,0,0,1,0,1,0,0,0,0,0,0,0
382,Mlaka,Jrengik,2,5,11,0,0,1,0,3,0,0,0,0,0,0,0
383,Jungkarang,Jrengik,7,4,15,0,0,1,0,2,0,0,0,0,0,0,0
384,Kotah,Jrengik,3,4,16,0,0,1,1,4,0,0,0,0,0,0,0
385,Jrengik,Jrengik,4,1,14,0,0,1,1,4,0,0,0,0,0,0,0
386,Taman,Jrengik,3,4,17,0,0,1,1,2,0,0,0,0,0,0,0
387,Panyepen,Jrengik,5,3,17,0,0,1,1,1,0,0,0,0,0,0,0
388,Bluuran,Karang penang,16,5,22,0,0,1,1,1,0,0,0,0,0,0,0
389,Tlambah,Karang penang,14,4,22,0,0,1,0,2,0,0,0,0,0,0,0
390,Gunung Kesan,Karang penang,17,7,32,0,0,1,1,1,0,0,0,0,0,0,0
391,Karang penang onjur,Karang penang,6,1,28,0,0,1,0,3,0,0,0,0,0,0,0
392,Bulmatet,Karang penang,7,6,32,0,0,1,0,2,0,0,0,0,0,0,0
393,Poreh,Karang penang,7,7,36,0,0,1,0,0,0,0,0,0,0,0,0
394,Karang penang oloh,Karang penang,13,4,31,0,0,1,0,0,0,0,0,0,0,0,0
395,Kramat,Kedungdung,2,3,10,0,1,1,1,0,1,1,4,0,4,0,1999
396,Komis,Kedungdung,4,1,10,0,0,1,1,0,0,0,0,0,0,0,0
397,Banyukapah,Kedungdung,6,6,8,0,0,1,1,0,0,0,0,0,0,0,0
398,Rabasan,Kedungdung,6,3,13,0,0,1,1,1,0,0,0,0,0,0,0
399,Rahayu,Kedungdung,5,5,14,0,0,1,1,1,0,0,0,0,0,0,0
400,Muktesareh,Kedungdung,4,1,13,0,0,1,1,3,0,0,0,0,0,0,0
401,Bajrasokah,Kedungdung,45384,3,16,0,0,1,1,3,0,0,0,0,0,0,0
402,Nyeloh,Kedungdung,9,9,18,0,0,1,1,0,0,0,0,0,0,0,0
403,Banjar,Kedungdung,6,7,22,0,0,1,1,1,0,0,0,0,0,0,0
404,Ombul,Kedungdung,7,6,18,0,0,1,1,1,0,0,0,0,0,0,0
405,Pajeruan,Kedungdung,13,6,20,0,0,1,1,0,0,0,0,0,0,0,0
406,Kedungdung,Kedungdung,5,2,14,0,0,1,1,3,0,0,0,0,0,0,0
407,Batu poro barat,Kedungdung,11,3,15,0,0,1,1,0,0,0,0,0,0,0,0
408,Batu poro timur,Kedungdung,12,5,17,0,0,1,0,0,0,0,0,0,0,0,0
409,Gunung Eleh,Kedungdung,4,6,19,0,0,1,1,0,0,0,0,0,0,0,0
410,Daleman,Kedungdung,45357,4,16,0,0,1,1,0,0,0,0,0,0,0,0
411,Pasarenan,Kedungdung,6,5,18,0,0,1,1,1,0,0,0,0,0,0,0
412,Palenggiyen,Kedungdung,9,8,18,0,0,1,1,2,0,0,0,0,0,0,0
413,Paopale laok,Ketapang,16,7,48,0,0,1,0,1,0,0,0,0,0,0,0
414,Bunten Barat,Ketapang,7,6,43,0,0,1,1,2,0,0,0,0,0,0,0
415,Bunten Timur,Ketapang,7,9,46,0,0,1,1,0,0,0,0,0,0,0,0
416,Pancor,Ketapang,13,12,51,0,0,1,1,0,0,0,0,0,0,0,0
417,Karang Anyar,Ketapang,6,18,63,0,0,1,0,2,0,0,0,0,0,0,0
418,Pangereman,Ketapang,10,16,62,0,0,1,1,0,0,0,0,0,0,0,0
419,Bira Barat,Ketapang,9,19,58,0,0,1,1,1,0,0,0,0,0,0,0
420,Ketapang Timur,Ketapang,13,4,53,0,0,1,1,1,0,0,0,0,0,0,0
421,Ketapang Daya,Ketapang,9,1,47,1,1,1,1,1,1,1,5,8000,4,9,28370
422,Ketapang Laok,Ketapang,9,3,37,0,1,1,1,0,1,1,4,28000,4,0,1512
423,Ketapang Barat,Ketapang,5,1,39,0,2,1,1,1,1,2,1,0,4,0,10445
424,Paopale Daya,Ketapang,5,6,43,0,0,1,1,0,0,0,0,0,0,0,0
425,Rabiyan,Ketapang,3,3,42,0,2,1,1,2,1,2,2,5000,3,0,6903
426,Banyu Sokah,Ketapang,4,6,45,0,0,1,1,0,0,0,0,0,0,0,0
427,Kebun Sareh,Omben,45602,10,10,0,0,1,1,2,0,0,0,0,0,0,0
428,Karang Nangger,Omben,2,6,12,0,0,1,1,1,0,0,0,0,0,0,0
429,Napolaok,Omben,1,7,13,0,1,1,1,1,1,1,2,0,1,1,9523
430,Astapah,Omben,2,6,9,0,0,1,1,0,0,0,0,0,0,0,0
431,Gersempal,Omben,6,5,13,0,0,1,1,1,0,0,0,0,0,0,0
432,Meteng,Omben,7,5,19,0,0,1,1,2,0,0,0,0,0,0,0
433,Madulang,Omben,5,6,20,0,0,1,1,1,0,0,0,0,0,0,0
434,Kamondung,Omben,3,6,17,0,0,1,1,1,0,0,0,0,0,0,0
435,Tambak,Omben,14,3,22,0,2,1,1,0,1,2,2,0,5,0,3019
436,Temoran,Omben,4,3,17,0,1,1,1,1,1,1,3,2000,0,0,1512
437,Omben,Omben,3,2,14,0,0,1,1,1,0,0,0,0,0,0,0
438,Sogiyan,Omben,5,4,12,0,0,1,1,0,0,0,0,0,0,0,0
439,Napo Daya,Omben,1,6,15,0,0,1,1,0,0,0,0,0,0,0,0
440,Jrangoan,Omben,3,5,17,0,0,1,1,2,0,0,0,0,0,0,0
441,Angsokah,Omben,4,2,14,0,0,1,1,0,0,0,0,0,0,0,0
442,Rapalaok,Omben,6,1,14,0,0,1,1,1,0,0,0,0,0,0,0
443,Rongdalem,Omben,8,4,17,0,0,1,1,1,0,0,0,0,0,0,0
444,Pandan,Omben,10,4,17,0,0,1,1,1,0,0,0,0,0,0,0
445,Rapa Daya,Omben,4,2,16,0,0,1,1,1,0,0,0,0,0,0,0
446,Karang Gayam,Omben,11,6,20,0,0,1,1,0,0,0,0,0,0,0,0
447,Pangarengan,Pangarengan,4,2,11,0,1,1,1,1,1,1,4,2000,4,0,9539
448,Apaaan,Pangarengan,6,1,9,0,0,1,1,0,0,0,0,0,0,0,0
449,Gulbung,Pangarengan,8,3,7,0,0,1,1,2,0,0,0,0,0,0,0
450,Penyerangan,Pangarengan,5,4,9,0,0,1,1,0,0,0,0,0,0,0,0
451,Pacanggaan,Pangarengan,3,4,13,0,0,1,1,1,0,0,0,0,0,0,0
452,Ragung,Pangarengan,13,5,15,0,0,1,1,0,0,0,0,0,0,0,0
